"","id","name","steward","source","length","description","part_of"
"658",2045,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"659",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"660",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"661",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"662",2050,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"663",2051,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"664",2055,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"665",1648,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"666",3346,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"667",-1,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"668",2074,"Beaver Dam Trail","NPS","NPS",1.4,"TestDescription",NA
"669",2079,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"670",2080,"Beaver Dam Trail","NPS","NPS",1.4,"TestDescription",NA
"671",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"672",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"673",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"674",3610,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"675",2066,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"676",1756,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"677",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"678",2020,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"679",3342,"Gasline Trail","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"680",1862,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"681",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"682",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"683",1868,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"684",1869,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"685",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"686",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"687",2066,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"688",1884,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"689",2090,"Old Rondy Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"690",2040,"Old Three Mile Trail","NPS","NPS",1.4,"TestDescription",NA
"691",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"692",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"693",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"694",2002,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"695",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"696",526,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"697",1091,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"698",2167,"Peanut Farm","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"699",3440,"Richter Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"700",3441,"BLM Ridge","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"701",2830,"Viewpoint Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"702",3389,"Homestead Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"703",2634,"14 Mile Loop","NPS","NPS",1.4,"TestDescription",NA
"704",2639,"Inner Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"705",2640,"Woodway Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"706",3002,"Rover's Run Trail","NPS","NPS",1.4,"TestDescription",NA
"707",3012,"Off Leash Trail","NPS","NPS",1.4,"TestDescription",NA
"708",3013,"The Football","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"709",1772,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"710",2101,"Beaver Dam Trail","NPS","NPS",1.4,"TestDescription",NA
"711",1772,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"712",1730,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"713",2120,"North Gasline/powerline Trail","NPS","NPS",1.4,"TestDescription",NA
"714",2433,"Tour Of Anchorage","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"715",2435,"Woodway Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"716",2445,"North Gasline/powerline Trail","NPS","NPS",1.4,"TestDescription",NA
"717",2447,"Moose Ridge Trail","NPS","NPS",1.4,"TestDescription",NA
"718",2492,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"719",2493,"Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"720",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"721",2499,"Woodway Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"722",2824,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"723",2825,"Roller Coaster","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"724",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"725",2828,"Eight Mile Trail","NPS","NPS",1.4,"TestDescription",NA
"726",3396,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"727",3778,"Grass Trail","NPS","NPS",1.4,"TestDescription",NA
"728",3780,"Panorama View","NPS","NPS",1.4,"TestDescription",NA
"729",3781,"Panorama View","NPS","NPS",1.4,"TestDescription",NA
"730",1694,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"731",3788,"South Fork Rim","NPS","NPS",1.4,"TestDescription",NA
"732",4298,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"733",4299,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"734",4301,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"735",4303,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"736",4304,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"737",2508,"Viewpoint Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"738",2509,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"739",2513,"Woodway Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"740",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"741",2515,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"742",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"743",2517,"Six Mile Trail","NPS","NPS",1.4,"TestDescription",NA
"744",2519,"Moose Ridge Trail","NPS","NPS",1.4,"TestDescription",NA
"745",2528,"Woodway Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"746",2529,"Woodway Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"747",2530,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"748",2532,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"749",2535,"Woodway Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"750",2537,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"751",2538,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"752",2543,"Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"753",1504,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"754",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"755",-1,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"756",2655,"Eight Mile Trail","NPS","NPS",1.4,"TestDescription",NA
"757",3003,"Rover's Run Trail","NPS","NPS",1.4,"TestDescription",NA
"758",3005,"Off Leash Trail","NPS","NPS",1.4,"TestDescription",NA
"759",-5,"Glenn Hwy Trail","NPS","NPS",1.4,"TestDescription","Glenn Hwy Trail"
"760",196,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"761",3010,"Inner Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"762",2317,"Old Rondy Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"763",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"764",2868,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"765",1383,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"766",2897,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"767",1723,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"768",3420,"Dimond (South Side)","NPS","NPS",1.4,"TestDescription",NA
"769",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"770",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"771",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"772",2090,"Old Rondy Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"773",1891,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"774",-5,"Glenn Hwy Trail","NPS","NPS",1.4,"TestDescription","Glenn Hwy Trail"
"775",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"776",3329,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"777",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"778",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"779",1913,"Old Three Mile Trail","NPS","NPS",1.4,"TestDescription",NA
"780",1408,"Baxter Bog","NPS","NPS",1.4,"TestDescription",NA
"781",1917,"Old Three Mile Trail","NPS","NPS",1.4,"TestDescription",NA
"782",1930,"Rondy Cut Off Trail","NPS","NPS",1.4,"TestDescription",NA
"783",1934,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"784",1936,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"785",1942,"Airstrip Loop","NPS","NPS",1.4,"TestDescription",NA
"786",1950,"Airstrip Loop","NPS","NPS",1.4,"TestDescription",NA
"787",1951,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"788",1952,"Alex Sisson Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"789",1955,"Alex Sisson Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"790",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"791",1966,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"792",1967,"Dark Alley","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"793",1968,"Horseshoe Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"794",-1,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"795",1972,"Horseshoe Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"796",2424,"Beaver Dam Trail","NPS","NPS",1.4,"TestDescription",NA
"797",2425,"Tour Of Anchorage","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"798",2844,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"799",2849,"Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"800",2850,"Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"801",2999,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"802",3020,"Andrew Lekisch Trail","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"803",3021,"Moose Meadow Trail","NPS","NPS",1.4,"TestDescription",NA
"804",3553,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"805",3558,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"806",3564,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"807",1227,"Goose Lake Trail","NPS","NPS",1.4,"TestDescription",NA
"808",796,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"809",3153,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"810",3428,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"811",1449,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"812",2332,"Old Rondy Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"813",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"814",3062,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"815",3068,"The Football","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"816",3074,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"817",3076,"Viewpoint Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"818",1503,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"819",1258,"Goose Lake Trail","NPS","NPS",1.4,"TestDescription",NA
"820",3063,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"821",3923,"White Spruce","NPS","NPS",1.4,"TestDescription",NA
"822",3924,"White Spruce","NPS","NPS",1.4,"TestDescription",NA
"823",3925,"White Spruce","NPS","NPS",1.4,"TestDescription",NA
"824",3926,"White Spruce","NPS","NPS",1.4,"TestDescription",NA
"825",4127,"Elevator","NPS","NPS",1.4,"TestDescription",NA
"826",4129,"Elevator","NPS","NPS",1.4,"TestDescription",NA
"827",4130,"Southside Switchback","NPS","NPS",1.4,"TestDescription",NA
"828",4132,"Elevator","NPS","NPS",1.4,"TestDescription",NA
"829",4133,"Southside Switchback","NPS","NPS",1.4,"TestDescription",NA
"830",4134,"West Face","NPS","NPS",1.4,"TestDescription",NA
"831",4135,"Elevator","NPS","NPS",1.4,"TestDescription",NA
"832",4136,"Airstrip Trail","NPS","NPS",1.4,"TestDescription",NA
"833",4137,"W Face Baldy","NPS","NPS",1.4,"TestDescription",NA
"834",4757,"Nordic Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"835",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"836",4034,"RC Meadow 3","NPS","NPS",1.4,"TestDescription",NA
"837",4035,"RC Meadow 4","NPS","NPS",1.4,"TestDescription",NA
"838",3011,"North Gasline Trail","NPS","NPS",1.4,"TestDescription",NA
"839",3191,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"840",3192,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"841",3197,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"842",3198,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"843",3199,"Mizes Folly","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"844",3402,"Richter Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"845",3403,"BLM Ridge","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"846",3596,"Bog Trail","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"847",3598,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"848",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"849",2234,"Dome Trail","NPS","NPS",1.4,"TestDescription",NA
"850",2235,"Dome Trail","NPS","NPS",1.4,"TestDescription",NA
"851",3287,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"852",2237,"Shield's Trail","NPS","NPS",1.4,"TestDescription",NA
"853",2243,"Beaver Dam Trail","NPS","NPS",1.4,"TestDescription",NA
"854",2244,"Shield's Trail","NPS","NPS",1.4,"TestDescription",NA
"855",2245,"Beaver Dam Trail","NPS","NPS",1.4,"TestDescription",NA
"856",2246,"Shield's Trail","NPS","NPS",1.4,"TestDescription",NA
"857",2249,"Beaver Dam Trail","NPS","NPS",1.4,"TestDescription",NA
"858",2252,"Beaver Dam Trail","NPS","NPS",1.4,"TestDescription",NA
"859",2253,"Dome Trail","NPS","NPS",1.4,"TestDescription",NA
"860",2271,"Beaver Dam Trail","NPS","NPS",1.4,"TestDescription",NA
"861",2274,"Old Rondy Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"862",2288,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"863",2289,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"864",2292,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"865",2293,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"866",2758,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"867",2759,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"868",2449,"Woodway Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"869",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"870",2462,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"871",2473,"Viewpoint Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"872",2474,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"873",2477,"Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"874",2478,"Airstrip Loop","NPS","NPS",1.4,"TestDescription",NA
"875",2480,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"876",3018,"Eight Mile Trail","NPS","NPS",1.4,"TestDescription",NA
"877",3019,"The Football","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"878",3207,"Spencer Loop","NPS","NPS",1.4,"TestDescription",NA
"879",3211,"Abbott Loop Trail","NPS","NPS",1.4,"TestDescription","Abbott Loop Trail"
"880",3223,"Andrew Lekisch Trail","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"881",3446,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"882",3448,"Homestead Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"883",3450,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"884",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"885",4327,"BLM Ridge","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"886",4328,"BLM Ridge","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"887",2384,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"888",2386,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"889",2388,"Old Rondy Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"890",2389,"Sisson Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"891",2390,"Beaver Dam Trail","NPS","NPS",1.4,"TestDescription",NA
"892",2392,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"893",2394,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"894",2395,"North Gasline/powerline Trail","NPS","NPS",1.4,"TestDescription",NA
"895",2981,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"896",2983,"Airstrip Loop","NPS","NPS",1.4,"TestDescription",NA
"897",2984,"Airstrip Loop","NPS","NPS",1.4,"TestDescription",NA
"898",2986,"Airstrip Loop","NPS","NPS",1.4,"TestDescription",NA
"899",3412,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"900",3426,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"901",3026,"Coyote Trail","NPS","NPS",1.4,"TestDescription",NA
"902",3575,"Ann's Alley","NPS","NPS",1.4,"TestDescription",NA
"903",3580,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"904",3581,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"905",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"906",3583,"Short Cut","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"907",3590,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"908",3591,"Junior Nordic Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"909",3617,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"910",3620,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"911",3161,"Biathalon Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"912",3162,"Biathalon Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"913",3168,"Biathalon Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"914",3169,"Biathalon Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"915",3170,"Biathalon Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"916",3187,"Ice Box","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"917",3189,"Tour Of Anchorage","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"918",3200,"Abbott Loop Trail","NPS","NPS",1.4,"TestDescription","Abbott Loop Trail"
"919",2816,"Elliots Climb","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"920",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"921",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"922",2834,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"923",2836,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"924",2838,"Eight Mile Trail","NPS","NPS",1.4,"TestDescription",NA
"925",2839,"Tour Of Anchorage","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"926",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"927",2858,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"928",2859,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"929",2878,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"930",2882,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"931",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"932",3415,"Short Cut","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"933",3419,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"934",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"935",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"936",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"937",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"938",2403,"Old Rondy Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"939",2415,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"940",2416,"Viewpoint Trail","NPS","NPS",1.4,"TestDescription",NA
"941",2417,"Moose Track Trail","NPS","NPS",1.4,"TestDescription",NA
"942",2419,"Beaver Dam Trail","NPS","NPS",1.4,"TestDescription",NA
"943",2420,"Beaver Dam Trail","NPS","NPS",1.4,"TestDescription",NA
"944",2421,"Old Rondy Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"945",2399,"Beaver Dam Trail","NPS","NPS",1.4,"TestDescription",NA
"946",2400,"Old Rondy Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"947",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"948",2905,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"949",2910,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"950",2914,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"951",2934,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"952",2936,"2.5 Km Loop","NPS","NPS",1.4,"TestDescription",NA
"953",2937,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"954",2940,"2.5 Km Loop","NPS","NPS",1.4,"TestDescription",NA
"955",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"956",2553,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"957",2555,"Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"958",2556,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"959",2558,"Airstrip Loop","NPS","NPS",1.4,"TestDescription",NA
"960",2560,"Inner Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"961",2562,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"962",2567,"Inner Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"963",2570,"Arlene's Way","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"964",2582,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"965",2583,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"966",2586,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"967",2590,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"968",2594,"14 Mile Loop","NPS","NPS",1.4,"TestDescription",NA
"969",2598,"Rover's Run Trail","NPS","NPS",1.4,"TestDescription",NA
"970",2600,"14 Mile Loop","NPS","NPS",1.4,"TestDescription",NA
"971",2602,"Inner Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"972",2603,"14 Mile Loop","NPS","NPS",1.4,"TestDescription",NA
"973",2604,"14 Mile Loop","NPS","NPS",1.4,"TestDescription",NA
"974",2608,"Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"975",2764,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"976",2767,"North Gasline/powerline Trail","NPS","NPS",1.4,"TestDescription",NA
"977",2770,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"978",2775,"2.1 Km Loop","NPS","NPS",1.4,"TestDescription",NA
"979",2778,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"980",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"981",2788,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"982",2790,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"983",2791,"North Gasline Trail","NPS","NPS",1.4,"TestDescription",NA
